code,name,utf8
U+1F5FE,map of Japan,0xF0 0x9F 0x97 0xBE,
U+1F5FA,world map,0xF0 0x9F 0x97 0xBA,
U+1F310,globe with meridians,0xF0 0x9F 0x8C 0x90,
U+1F30F,globe showing Asia-Australia,0xF0 0x9F 0x8C 0x8F,
U+1F30E,globe showing Americas,0xF0 0x9F 0x8C 0x8E,
U+1F30D,globe showing Europe-Africa,0xF0 0x9F 0x8C 0x8D,
U+1F3FA,amphora,0xF0 0x9F 0x8F 0xBA,
U+1F52A,kitchen knife,0xF0 0x9F 0x94 0xAA,
U+1F944,spoon,0xF0 0x9F 0xA5 0x84,
U+1F374,fork and knife,0xF0 0x9F 0x8D 0xB4,
U+1F37D,fork and knife with plate,0xF0 0x9F 0x8D 0xBD,
U+1F962,chopsticks,0xF0 0x9F 0xA5 0xA2,
U+1F9CA,ice,0xF0 0x9F 0xA7 0x8A,
U+1F9C9,mate,0xF0 0x9F 0xA7 0x89,
U+1F9C3,beverage box,0xF0 0x9F 0xA7 0x83,
U+1F9CB,bubble tea,0xF0 0x9F 0xA7 0x8B,
U+1F964,cup with straw,0xF0 0x9F 0xA5 0xA4,
U+1F943,tumbler glass,0xF0 0x9F 0xA5 0x83,
U+1F942,clinking glasses,0xF0 0x9F 0xA5 0x82,
U+1F37B,clinking beer mugs,0xF0 0x9F 0x8D 0xBB,
U+1F37A,beer mug,0xF0 0x9F 0x8D 0xBA,
U+1F379,tropical drink,0xF0 0x9F 0x8D 0xB9,
U+1F378,cocktail glass,0xF0 0x9F 0x8D 0xB8,
U+1F377,wine glass,0xF0 0x9F 0x8D 0xB7,
U+1F37E,bottle with popping cork,0xF0 0x9F 0x8D 0xBE,
U+1F376,sake,0xF0 0x9F 0x8D 0xB6,
U+1F375,teacup without handle,0xF0 0x9F 0x8D 0xB5,
U+1FAD6,teapot,0xF0 0x9F 0xAB 0x96,
U+2615,hot beverage,0xE2 0x98 0x95,
U+1F95B,glass of milk,0xF0 0x9F 0xA5 0x9B,
U+1F37C,baby bottle,0xF0 0x9F 0x8D 0xBC,
U+1F36F,honey pot,0xF0 0x9F 0x8D 0xAF,
U+1F36E,custard,0xF0 0x9F 0x8D 0xAE,
U+1F36D,lollipop,0xF0 0x9F 0x8D 0xAD,
U+1F36C,candy,0xF0 0x9F 0x8D 0xAC,
U+1F36B,chocolate bar,0xF0 0x9F 0x8D 0xAB,
U+1F967,pie,0xF0 0x9F 0xA5 0xA7,
U+1F9C1,cupcake,0xF0 0x9F 0xA7 0x81,
U+1F370,shortcake,0xF0 0x9F 0x8D 0xB0,
U+1F382,birthday cake,0xF0 0x9F 0x8E 0x82,
U+1F36A,cookie,0xF0 0x9F 0x8D 0xAA,
U+1F369,doughnut,0xF0 0x9F 0x8D 0xA9,
U+1F368,ice cream,0xF0 0x9F 0x8D 0xA8,
U+1F367,shaved ice,0xF0 0x9F 0x8D 0xA7,
U+1F366,soft ice cream,0xF0 0x9F 0x8D 0xA6,
U+1F9AA,oyster,0xF0 0x9F 0xA6 0xAA,
U+1F991,squid,0xF0 0x9F 0xA6 0x91,
U+1F990,shrimp,0xF0 0x9F 0xA6 0x90,
U+1F99E,lobster,0xF0 0x9F 0xA6 0x9E,
U+1F980,crab,0xF0 0x9F 0xA6 0x80,
U+1F961,takeout box,0xF0 0x9F 0xA5 0xA1,
U+1F960,fortune cookie,0xF0 0x9F 0xA5 0xA0,
U+1F95F,dumpling,0xF0 0x9F 0xA5 0x9F,
U+1F361,dango,0xF0 0x9F 0x8D 0xA1,
U+1F96E,moon cake,0xF0 0x9F 0xA5 0xAE,
U+1F365,fish cake with swirl,0xF0 0x9F 0x8D 0xA5,
U+1F364,fried shrimp,0xF0 0x9F 0x8D 0xA4,
U+1F363,sushi,0xF0 0x9F 0x8D 0xA3,
U+1F362,oden,0xF0 0x9F 0x8D 0xA2,
U+1F360,roasted sweet potato,0xF0 0x9F 0x8D 0xA0,
U+1F35D,spaghetti,0xF0 0x9F 0x8D 0x9D,
U+1F35C,steaming bowl,0xF0 0x9F 0x8D 0x9C,
U+1F35B,curry rice,0xF0 0x9F 0x8D 0x9B,
U+1F35A,cooked rice,0xF0 0x9F 0x8D 0x9A,
U+1F359,rice ball,0xF0 0x9F 0x8D 0x99,
U+1F358,rice cracker,0xF0 0x9F 0x8D 0x98,
U+1F371,bento box,0xF0 0x9F 0x8D 0xB1,
U+1F96B,canned food,0xF0 0x9F 0xA5 0xAB,
U+1F9C2,salt,0xF0 0x9F 0xA7 0x82,
U+1F9C8,butter,0xF0 0x9F 0xA7 0x88,
U+1F37F,popcorn,0xF0 0x9F 0x8D 0xBF,
U+1F957,green salad,0xF0 0x9F 0xA5 0x97,
U+1F963,bowl with spoon,0xF0 0x9F 0xA5 0xA3,
U+1FAD5,fondue,0xF0 0x9F 0xAB 0x95,
U+1F372,pot of food,0xF0 0x9F 0x8D 0xB2,
U+1F958,shallow pan of food,0xF0 0x9F 0xA5 0x98,
U+1F373,cooking,0xF0 0x9F 0x8D 0xB3,
U+1F95A,egg,0xF0 0x9F 0xA5 0x9A,
U+1F9C6,falafel,0xF0 0x9F 0xA7 0x86,
U+1F959,stuffed flatbread,0xF0 0x9F 0xA5 0x99,
U+1FAD4,tamale,0xF0 0x9F 0xAB 0x94,
U+1F32F,burrito,0xF0 0x9F 0x8C 0xAF,
U+1F32E,taco,0xF0 0x9F 0x8C 0xAE,
U+1F96A,sandwich,0xF0 0x9F 0xA5 0xAA,
U+1F32D,hot dog,0xF0 0x9F 0x8C 0xAD,
U+1F355,pizza,0xF0 0x9F 0x8D 0x95,
U+1F35F,french fries,0xF0 0x9F 0x8D 0x9F,
U+1F354,hamburger,0xF0 0x9F 0x8D 0x94,
U+1F953,bacon,0xF0 0x9F 0xA5 0x93,
U+1F969,cut of meat,0xF0 0x9F 0xA5 0xA9,
U+1F357,poultry leg,0xF0 0x9F 0x8D 0x97,
U+1F356,meat on bone,0xF0 0x9F 0x8D 0x96,
U+1F9C0,cheese wedge,0xF0 0x9F 0xA7 0x80,
U+1F9C7,waffle,0xF0 0x9F 0xA7 0x87,
U+1F95E,pancakes,0xF0 0x9F 0xA5 0x9E,
U+1F96F,bagel,0xF0 0x9F 0xA5 0xAF,
U+1F968,pretzel,0xF0 0x9F 0xA5 0xA8,
U+1FAD3,flatbread,0xF0 0x9F 0xAB 0x93,
U+1F956,baguette bread,0xF0 0x9F 0xA5 0x96,
U+1F950,croissant,0xF0 0x9F 0xA5 0x90,
U+1F35E,bread,0xF0 0x9F 0x8D 0x9E,
U+1F330,chestnut,0xF0 0x9F 0x8C 0xB0,
U+1F95C,peanuts,0xF0 0x9F 0xA5 0x9C,
U+1F344,mushroom,0xF0 0x9F 0x8D 0x84,
U+1F9C5,onion,0xF0 0x9F 0xA7 0x85,
U+1F9C4,garlic,0xF0 0x9F 0xA7 0x84,
U+1F966,broccoli,0xF0 0x9F 0xA5 0xA6,
U+1F96C,leafy green,0xF0 0x9F 0xA5 0xAC,
U+1F952,cucumber,0xF0 0x9F 0xA5 0x92,
U+1FAD1,bell pepper,0xF0 0x9F 0xAB 0x91,
U+1F336,hot pepper,0xF0 0x9F 0x8C 0xB6,
U+1F33D,ear of corn,0xF0 0x9F 0x8C 0xBD,
U+1F955,carrot,0xF0 0x9F 0xA5 0x95,
U+1F954,potato,0xF0 0x9F 0xA5 0x94,
U+1F346,eggplant,0xF0 0x9F 0x8D 0x86,
U+1F951,avocado,0xF0 0x9F 0xA5 0x91,
U+1F965,coconut,0xF0 0x9F 0xA5 0xA5,
U+1FAD2,olive,0xF0 0x9F 0xAB 0x92,
U+1F345,tomato,0xF0 0x9F 0x8D 0x85,
U+1F95D,kiwi fruit,0xF0 0x9F 0xA5 0x9D,
U+1FAD0,blueberries,0xF0 0x9F 0xAB 0x90,
U+1F353,strawberry,0xF0 0x9F 0x8D 0x93,
U+1F352,cherries,0xF0 0x9F 0x8D 0x92,
U+1F351,peach,0xF0 0x9F 0x8D 0x91,
U+1F350,pear,0xF0 0x9F 0x8D 0x90,
U+1F34F,green apple,0xF0 0x9F 0x8D 0x8F,
U+1F34E,red apple,0xF0 0x9F 0x8D 0x8E,
U+1F96D,mango,0xF0 0x9F 0xA5 0xAD,
U+1F34D,pineapple,0xF0 0x9F 0x8D 0x8D,
U+1F34C,banana,0xF0 0x9F 0x8D 0x8C,
U+1F34B,lemon,0xF0 0x9F 0x8D 0x8B,
U+1F34A,tangerine,0xF0 0x9F 0x8D 0x8A,
U+1F349,watermelon,0xF0 0x9F 0x8D 0x89,
U+1F348,melon,0xF0 0x9F 0x8D 0x88,
U+1F347,grapes,0xF0 0x9F 0x8D 0x87,
U+1F343,leaf fluttering in wind,0xF0 0x9F 0x8D 0x83,
U+1F342,fallen leaf,0xF0 0x9F 0x8D 0x82,
U+1F341,maple leaf,0xF0 0x9F 0x8D 0x81,
U+1F340,four leaf clover,0xF0 0x9F 0x8D 0x80,
U+2618,shamrock,0xE2 0x98 0x98,
U+1F33F,herb,0xF0 0x9F 0x8C 0xBF,
U+1F33E,sheaf of rice,0xF0 0x9F 0x8C 0xBE,
U+1F335,cactus,0xF0 0x9F 0x8C 0xB5,
U+1F334,palm tree,0xF0 0x9F 0x8C 0xB4,
U+1F333,deciduous tree,0xF0 0x9F 0x8C 0xB3,
U+1F332,evergreen tree,0xF0 0x9F 0x8C 0xB2,
U+1FAB4,potted plant,0xF0 0x9F 0xAA 0xB4,
U+1F331,seedling,0xF0 0x9F 0x8C 0xB1,
U+1F337,tulip,0xF0 0x9F 0x8C 0xB7,
U+1F33C,blossom,0xF0 0x9F 0x8C 0xBC,
U+1F33B,sunflower,0xF0 0x9F 0x8C 0xBB,
U+1F33A,hibiscus,0xF0 0x9F 0x8C 0xBA,
U+1F940,wilted flower,0xF0 0x9F 0xA5 0x80,
U+1F339,rose,0xF0 0x9F 0x8C 0xB9,
U+1F3F5,rosette,0xF0 0x9F 0x8F 0xB5,
U+1F4AE,white flower,0xF0 0x9F 0x92 0xAE,
U+1F338,cherry blossom,0xF0 0x9F 0x8C 0xB8,
U+1F490,bouquet,0xF0 0x9F 0x92 0x90,
U+1F9A0,microbe,0xF0 0x9F 0xA6 0xA0,
U+1FAB1,worm,0xF0 0x9F 0xAA 0xB1,
U+1FAB0,fly,0xF0 0x9F 0xAA 0xB0,
U+1F99F,mosquito,0xF0 0x9F 0xA6 0x9F,
U+1F982,scorpion,0xF0 0x9F 0xA6 0x82,
U+1F578,spider web,0xF0 0x9F 0x95 0xB8,
U+1F577,spider,0xF0 0x9F 0x95 0xB7,
U+1FAB3,cockroach,0xF0 0x9F 0xAA 0xB3,
U+1F997,cricket,0xF0 0x9F 0xA6 0x97,
U+1F41E,lady beetle,0xF0 0x9F 0x90 0x9E,
U+1FAB2,beetle,0xF0 0x9F 0xAA 0xB2,
U+1F41D,honeybee,0xF0 0x9F 0x90 0x9D,
U+1F41C,ant,0xF0 0x9F 0x90 0x9C,
U+1F41B,bug,0xF0 0x9F 0x90 0x9B,
U+1F98B,butterfly,0xF0 0x9F 0xA6 0x8B,
U+1F40C,snail,0xF0 0x9F 0x90 0x8C,
U+1F41A,spiral shell,0xF0 0x9F 0x90 0x9A,
U+1F419,octopus,0xF0 0x9F 0x90 0x99,
U+1F988,shark,0xF0 0x9F 0xA6 0x88,
U+1F421,blowfish,0xF0 0x9F 0x90 0xA1,
U+1F420,tropical fish,0xF0 0x9F 0x90 0xA0,
U+1F41F,fish,0xF0 0x9F 0x90 0x9F,
U+1F9AD,seal,0xF0 0x9F 0xA6 0xAD,
U+1F42C,dolphin,0xF0 0x9F 0x90 0xAC,
U+1F40B,whale,0xF0 0x9F 0x90 0x8B,
U+1F433,spouting whale,0xF0 0x9F 0x90 0xB3,
U+1F996,T-Rex,0xF0 0x9F 0xA6 0x96,
U+1F995,sauropod,0xF0 0x9F 0xA6 0x95,
U+1F409,dragon,0xF0 0x9F 0x90 0x89,
U+1F432,dragon face,0xF0 0x9F 0x90 0xB2,
U+1F40D,snake,0xF0 0x9F 0x90 0x8D,
U+1F98E,lizard,0xF0 0x9F 0xA6 0x8E,
U+1F422,turtle,0xF0 0x9F 0x90 0xA2,
U+1F40A,crocodile,0xF0 0x9F 0x90 0x8A,
U+1F438,frog,0xF0 0x9F 0x90 0xB8,
U+1F99C,parrot,0xF0 0x9F 0xA6 0x9C,
U+1F99A,peacock,0xF0 0x9F 0xA6 0x9A,
U+1F9A9,flamingo,0xF0 0x9F 0xA6 0xA9,
U+1FAB6,feather,0xF0 0x9F 0xAA 0xB6,
U+1F9A4,dodo,0xF0 0x9F 0xA6 0xA4,
U+1F989,owl,0xF0 0x9F 0xA6 0x89,
U+1F9A2,swan,0xF0 0x9F 0xA6 0xA2,
U+1F986,duck,0xF0 0x9F 0xA6 0x86,
U+1F985,eagle,0xF0 0x9F 0xA6 0x85,
U+1F54A,dove,0xF0 0x9F 0x95 0x8A,
U+1F427,penguin,0xF0 0x9F 0x90 0xA7,
U+1F426,bird,0xF0 0x9F 0x90 0xA6,
U+1F425,front-facing baby chick,0xF0 0x9F 0x90 0xA5,
U+1F424,baby chick,0xF0 0x9F 0x90 0xA4,
U+1F423,hatching chick,0xF0 0x9F 0x90 0xA3,
U+1F413,rooster,0xF0 0x9F 0x90 0x93,
U+1F414,chicken,0xF0 0x9F 0x90 0x94,
U+1F983,turkey,0xF0 0x9F 0xA6 0x83,
U+1F43E,paw prints,0xF0 0x9F 0x90 0xBE,
U+1F9A1,badger,0xF0 0x9F 0xA6 0xA1,
U+1F998,kangaroo,0xF0 0x9F 0xA6 0x98,
U+1F9A8,skunk,0xF0 0x9F 0xA6 0xA8,
U+1F9A6,otter,0xF0 0x9F 0xA6 0xA6,
U+1F9A5,sloth,0xF0 0x9F 0xA6 0xA5,
U+1F43C,panda,0xF0 0x9F 0x90 0xBC,
U+1F428,koala,0xF0 0x9F 0x90 0xA8,
U+1F43B,bear,0xF0 0x9F 0x90 0xBB,
U+1F987,bat,0xF0 0x9F 0xA6 0x87,
U+1F994,hedgehog,0xF0 0x9F 0xA6 0x94,
U+1F9AB,beaver,0xF0 0x9F 0xA6 0xAB,
U+1F43F,chipmunk,0xF0 0x9F 0x90 0xBF,
U+1F407,rabbit,0xF0 0x9F 0x90 0x87,
U+1F430,rabbit face,0xF0 0x9F 0x90 0xB0,
U+1F439,hamster,0xF0 0x9F 0x90 0xB9,
U+1F400,rat,0xF0 0x9F 0x90 0x80,
U+1F401,mouse,0xF0 0x9F 0x90 0x81,
U+1F42D,mouse face,0xF0 0x9F 0x90 0xAD,
U+1F99B,hippopotamus,0xF0 0x9F 0xA6 0x9B,
U+1F98F,rhinoceros,0xF0 0x9F 0xA6 0x8F,
U+1F9A3,mammoth,0xF0 0x9F 0xA6 0xA3,
U+1F418,elephant,0xF0 0x9F 0x90 0x98,
U+1F992,giraffe,0xF0 0x9F 0xA6 0x92,
U+1F999,llama,0xF0 0x9F 0xA6 0x99,
U+1F42B,two-hump camel,0xF0 0x9F 0x90 0xAB,
U+1F42A,camel,0xF0 0x9F 0x90 0xAA,
U+1F410,goat,0xF0 0x9F 0x90 0x90,
U+1F411,ewe,0xF0 0x9F 0x90 0x91,
U+1F40F,ram,0xF0 0x9F 0x90 0x8F,
U+1F43D,pig nose,0xF0 0x9F 0x90 0xBD,
U+1F417,boar,0xF0 0x9F 0x90 0x97,
U+1F416,pig,0xF0 0x9F 0x90 0x96,
U+1F437,pig face,0xF0 0x9F 0x90 0xB7,
U+1F404,cow,0xF0 0x9F 0x90 0x84,
U+1F403,water buffalo,0xF0 0x9F 0x90 0x83,
U+1F402,ox,0xF0 0x9F 0x90 0x82,
U+1F42E,cow face,0xF0 0x9F 0x90 0xAE,
U+1F9AC,bison,0xF0 0x9F 0xA6 0xAC,
U+1F98C,deer,0xF0 0x9F 0xA6 0x8C,
U+1F993,zebra,0xF0 0x9F 0xA6 0x93,
U+1F984,unicorn,0xF0 0x9F 0xA6 0x84,
U+1F40E,horse,0xF0 0x9F 0x90 0x8E,
U+1F434,horse face,0xF0 0x9F 0x90 0xB4,
U+1F406,leopard,0xF0 0x9F 0x90 0x86,
U+1F405,tiger,0xF0 0x9F 0x90 0x85,
U+1F42F,tiger face,0xF0 0x9F 0x90 0xAF,
U+1F981,lion,0xF0 0x9F 0xA6 0x81,
U+1F408,cat,0xF0 0x9F 0x90 0x88,
U+1F431,cat face,0xF0 0x9F 0x90 0xB1,
U+1F99D,raccoon,0xF0 0x9F 0xA6 0x9D,
U+1F98A,fox,0xF0 0x9F 0xA6 0x8A,
U+1F43A,wolf,0xF0 0x9F 0x90 0xBA,
U+1F429,poodle,0xF0 0x9F 0x90 0xA9,
U+1F9AE,guide dog,0xF0 0x9F 0xA6 0xAE,
U+1F415,dog,0xF0 0x9F 0x90 0x95,
U+1F436,dog face,0xF0 0x9F 0x90 0xB6,
U+1F9A7,orangutan,0xF0 0x9F 0xA6 0xA7,
U+1F98D,gorilla,0xF0 0x9F 0xA6 0x8D,
U+1F412,monkey,0xF0 0x9F 0x90 0x92,
U+1F435,monkey face,0xF0 0x9F 0x90 0xB5,
U+1F9B2,bald,0xF0 0x9F 0xA6 0xB2,
U+1F9B3,white hair,0xF0 0x9F 0xA6 0xB3,
U+1F9B1,curly hair,0xF0 0x9F 0xA6 0xB1,
U+1F9B0,red hair,0xF0 0x9F 0xA6 0xB0,
U+1F463,footprints,0xF0 0x9F 0x91 0xA3,
U+1FAC2,people hugging,0xF0 0x9F 0xAB 0x82,
U+1F465,busts in silhouette,0xF0 0x9F 0x91 0xA5,
U+1F464,bust in silhouette,0xF0 0x9F 0x91 0xA4,
U+1F5E3,speaking head,0xF0 0x9F 0x97 0xA3,
U+1F46A,family,0xF0 0x9F 0x91 0xAA,
U+1F491,couple with heart,0xF0 0x9F 0x92 0x91,
U+1F48F,kiss,0xF0 0x9F 0x92 0x8F,
U+1F46C,men holding hands,0xF0 0x9F 0x91 0xAC,
U+1F46B,woman and man holding hands,0xF0 0x9F 0x91 0xAB,
U+1F46D,women holding hands,0xF0 0x9F 0x91 0xAD,
U+1F6CC,person in bed,0xF0 0x9F 0x9B 0x8C,
U+1F6C0,person taking bath,0xF0 0x9F 0x9B 0x80,
U+1F9D8,person in lotus position,0xF0 0x9F 0xA7 0x98,
U+1F939,person juggling,0xF0 0x9F 0xA4 0xB9,
U+1F93E,person playing handball,0xF0 0x9F 0xA4 0xBE,
U+1F93D,person playing water polo,0xF0 0x9F 0xA4 0xBD,
U+1F93C,people wrestling,0xF0 0x9F 0xA4 0xBC,
U+1F938,person cartwheeling,0xF0 0x9F 0xA4 0xB8,
U+1F6B5,person mountain biking,0xF0 0x9F 0x9A 0xB5,
U+1F6B4,person biking,0xF0 0x9F 0x9A 0xB4,
U+1F3CB,person lifting weights,0xF0 0x9F 0x8F 0x8B,
U+26F9,person bouncing ball,0xE2 0x9B 0xB9,
U+1F3CA,person swimming,0xF0 0x9F 0x8F 0x8A,
U+1F6A3,person rowing boat,0xF0 0x9F 0x9A 0xA3,
U+1F3C4,person surfing,0xF0 0x9F 0x8F 0x84,
U+1F3CC,person golfing,0xF0 0x9F 0x8F 0x8C,
U+1F3C2,snowboarder,0xF0 0x9F 0x8F 0x82,
U+26F7,skier,0xE2 0x9B 0xB7,
U+1F3C7,horse racing,0xF0 0x9F 0x8F 0x87,
U+1F93A,person fencing,0xF0 0x9F 0xA4 0xBA,
U+1F9D7,person climbing,0xF0 0x9F 0xA7 0x97,
U+1F9D6,person in steamy room,0xF0 0x9F 0xA7 0x96,
U+1F46F,people with bunny ears,0xF0 0x9F 0x91 0xAF,
U+1F574,person in suit levitating,0xF0 0x9F 0x95 0xB4,
U+1F57A,man dancing,0xF0 0x9F 0x95 0xBA,
U+1F483,woman dancing,0xF0 0x9F 0x92 0x83,
U+1F3C3,person running,0xF0 0x9F 0x8F 0x83,
U+1F9CE,person kneeling,0xF0 0x9F 0xA7 0x8E,
U+1F9CD,person standing,0xF0 0x9F 0xA7 0x8D,
U+1F6B6,person walking,0xF0 0x9F 0x9A 0xB6,
U+1F487,person getting haircut,0xF0 0x9F 0x92 0x87,
U+1F486,person getting massage,0xF0 0x9F 0x92 0x86,
U+1F9DF,zombie,0xF0 0x9F 0xA7 0x9F,
U+1F9DE,genie,0xF0 0x9F 0xA7 0x9E,
U+1F9DD,elf,0xF0 0x9F 0xA7 0x9D,
U+1F9DC,merperson,0xF0 0x9F 0xA7 0x9C,
U+1F9DB,vampire,0xF0 0x9F 0xA7 0x9B,
U+1F9DA,fairy,0xF0 0x9F 0xA7 0x9A,
U+1F9D9,mage,0xF0 0x9F 0xA7 0x99,
U+1F9B9,supervillain,0xF0 0x9F 0xA6 0xB9,
U+1F9B8,superhero,0xF0 0x9F 0xA6 0xB8,
U+1F936,Mrs. Claus,0xF0 0x9F 0xA4 0xB6,
U+1F385,Santa Claus,0xF0 0x9F 0x8E 0x85,
U+1F47C,baby angel,0xF0 0x9F 0x91 0xBC,
U+1F931,breast-feeding,0xF0 0x9F 0xA4 0xB1,
U+1F930,pregnant woman,0xF0 0x9F 0xA4 0xB0,
U+1F470,person with veil,0xF0 0x9F 0x91 0xB0,
U+1F935,person in tuxedo,0xF0 0x9F 0xA4 0xB5,
U+1F9D5,woman with headscarf,0xF0 0x9F 0xA7 0x95,
U+1F472,person with skullcap,0xF0 0x9F 0x91 0xB2,
U+1F473,person wearing turban,0xF0 0x9F 0x91 0xB3,
U+1F478,princess,0xF0 0x9F 0x91 0xB8,
U+1F934,prince,0xF0 0x9F 0xA4 0xB4,
U+1F477,construction worker,0xF0 0x9F 0x91 0xB7,
U+1F977,ninja,0xF0 0x9F 0xA5 0xB7,
U+1F482,guard,0xF0 0x9F 0x92 0x82,
U+1F575,detective,0xF0 0x9F 0x95 0xB5,
U+1F46E,police officer,0xF0 0x9F 0x91 0xAE,
U+1F937,person shrugging,0xF0 0x9F 0xA4 0xB7,
U+1F926,person facepalming,0xF0 0x9F 0xA4 0xA6,
U+1F647,person bowing,0xF0 0x9F 0x99 0x87,
U+1F9CF,deaf person,0xF0 0x9F 0xA7 0x8F,
U+1F64B,person raising hand,0xF0 0x9F 0x99 0x8B,
U+1F481,person tipping hand,0xF0 0x9F 0x92 0x81,
U+1F646,person gesturing OK,0xF0 0x9F 0x99 0x86,
U+1F645,person gesturing NO,0xF0 0x9F 0x99 0x85,
U+1F64E,person pouting,0xF0 0x9F 0x99 0x8E,
U+1F64D,person frowning,0xF0 0x9F 0x99 0x8D,
U+1F475,old woman,0xF0 0x9F 0x91 0xB5,
U+1F474,old man,0xF0 0x9F 0x91 0xB4,
U+1F9D3,older person,0xF0 0x9F 0xA7 0x93,
U+1F469,woman,0xF0 0x9F 0x91 0xA9,
U+1F9D4,person: beard,0xF0 0x9F 0xA7 0x94,
U+1F468,man,0xF0 0x9F 0x91 0xA8,
U+1F471,person: blond hair,0xF0 0x9F 0x91 0xB1,
U+1F9D1,person,0xF0 0x9F 0xA7 0x91,
U+1F467,girl,0xF0 0x9F 0x91 0xA7,
U+1F466,boy,0xF0 0x9F 0x91 0xA6,
U+1F9D2,child,0xF0 0x9F 0xA7 0x92,
U+1F476,baby,0xF0 0x9F 0x91 0xB6,
U+1F444,mouth,0xF0 0x9F 0x91 0x84,
U+1F445,tongue,0xF0 0x9F 0x91 0x85,
U+1F440,eyes,0xF0 0x9F 0x91 0x80,
U+1F9B4,bone,0xF0 0x9F 0xA6 0xB4,
U+1F9B7,tooth,0xF0 0x9F 0xA6 0xB7,
U+1FAC1,lungs,0xF0 0x9F 0xAB 0x81,
U+1FAC0,anatomical heart,0xF0 0x9F 0xAB 0x80,
U+1F9E0,brain,0xF0 0x9F 0xA7 0xA0,
U+1F443,nose,0xF0 0x9F 0x91 0x83,
U+1F9BB,ear with hearing aid,0xF0 0x9F 0xA6 0xBB,
U+1F442,ear,0xF0 0x9F 0x91 0x82,
U+1F9B6,foot,0xF0 0x9F 0xA6 0xB6,
U+1F9B5,leg,0xF0 0x9F 0xA6 0xB5,
U+1F9BF,mechanical leg,0xF0 0x9F 0xA6 0xBF,
U+1F9BE,mechanical arm,0xF0 0x9F 0xA6 0xBE,
U+1F4AA,flexed biceps,0xF0 0x9F 0x92 0xAA,
U+1F933,selfie,0xF0 0x9F 0xA4 0xB3,
U+1F485,nail polish,0xF0 0x9F 0x92 0x85,
U+270D,writing hand,0xE2 0x9C 0x8D,
U+1F64F,folded hands,0xF0 0x9F 0x99 0x8F,
U+1F91D,handshake,0xF0 0x9F 0xA4 0x9D,
U+1F932,palms up together,0xF0 0x9F 0xA4 0xB2,
U+1F450,open hands,0xF0 0x9F 0x91 0x90,
U+1F64C,raising hands,0xF0 0x9F 0x99 0x8C,
U+1F44F,clapping hands,0xF0 0x9F 0x91 0x8F,
U+1F91C,right-facing fist,0xF0 0x9F 0xA4 0x9C,
U+1F91B,left-facing fist,0xF0 0x9F 0xA4 0x9B,
U+1F44A,oncoming fist,0xF0 0x9F 0x91 0x8A,
U+270A,raised fist,0xE2 0x9C 0x8A,
U+1F44E,thumbs down,0xF0 0x9F 0x91 0x8E,
U+1F44D,thumbs up,0xF0 0x9F 0x91 0x8D,
U+261D,index pointing up,0xE2 0x98 0x9D,
U+1F447,backhand index pointing down,0xF0 0x9F 0x91 0x87,
U+1F595,middle finger,0xF0 0x9F 0x96 0x95,
U+1F446,backhand index pointing up,0xF0 0x9F 0x91 0x86,
U+1F449,backhand index pointing right,0xF0 0x9F 0x91 0x89,
U+1F448,backhand index pointing left,0xF0 0x9F 0x91 0x88,
U+1F919,call me hand,0xF0 0x9F 0xA4 0x99,
U+1F918,sign of the horns,0xF0 0x9F 0xA4 0x98,
U+1F91F,love-you gesture,0xF0 0x9F 0xA4 0x9F,
U+1F91E,crossed fingers,0xF0 0x9F 0xA4 0x9E,
U+270C,victory hand,0xE2 0x9C 0x8C,
U+1F90F,pinching hand,0xF0 0x9F 0xA4 0x8F,
U+1F90C,pinched fingers,0xF0 0x9F 0xA4 0x8C,
U+1F44C,OK hand,0xF0 0x9F 0x91 0x8C,
U+1F596,vulcan salute,0xF0 0x9F 0x96 0x96,
U+270B,raised hand,0xE2 0x9C 0x8B,
U+1F590,hand with fingers splayed,0xF0 0x9F 0x96 0x90,
U+1F91A,raised back of hand,0xF0 0x9F 0xA4 0x9A,
U+1F44B,waving hand,0xF0 0x9F 0x91 0x8B,
U+1F4A4,zzz,0xF0 0x9F 0x92 0xA4,
U+1F4AD,thought balloon,0xF0 0x9F 0x92 0xAD,
U+1F5EF,right anger bubble,0xF0 0x9F 0x97 0xAF,
U+1F5E8,left speech bubble,0xF0 0x9F 0x97 0xA8,
U+1F441,eye in speech bubble,0xF0 0x9F 0x91 0x81,U+1F441 U+FE0F U+200D U+1F5E8 U+FE0F
U+1F4AC,speech balloon,0xF0 0x9F 0x92 0xAC,
U+1F4A3,bomb,0xF0 0x9F 0x92 0xA3,
U+1F573,hole,0xF0 0x9F 0x95 0xB3,
U+1F4A8,dashing away,0xF0 0x9F 0x92 0xA8,
U+1F4A6,sweat droplets,0xF0 0x9F 0x92 0xA6,
U+1F4AB,dizzy,0xF0 0x9F 0x92 0xAB,
U+1F4A5,collision,0xF0 0x9F 0x92 0xA5,
U+1F4A2,anger symbol,0xF0 0x9F 0x92 0xA2,
U+1F4AF,hundred points,0xF0 0x9F 0x92 0xAF,
U+1F90D,white heart,0xF0 0x9F 0xA4 0x8D,
U+1F5A4,black heart,0xF0 0x9F 0x96 0xA4,
U+1F90E,brown heart,0xF0 0x9F 0xA4 0x8E,
U+1F49C,purple heart,0xF0 0x9F 0x92 0x9C,
U+1F499,blue heart,0xF0 0x9F 0x92 0x99,
